ID,Num,country,lat,lng
cotedivoire-175,175,cotedivoire,6.58447,-5.06528
cotedivoire-176,176,cotedivoire,5.36658,-4.07212
cotedivoire-177,177,cotedivoire,5.36612,-4.07177
cotedivoire-179,179,cotedivoire,8.52343,-4.07542
cotedivoire-18,18,cotedivoire,8.02654,-2.79337
cotedivoire-180,180,cotedivoire,5.35862,-4.07128
cotedivoire-181,181,cotedivoire,9.2042,-4.55912
cotedivoire-182,182,cotedivoire,5.36731,-4.06471
cotedivoire-183,183,cotedivoire,9.07133,-4.29365
cotedivoire-184,184,cotedivoire,9.35249,-5.12225
cotedivoire-185,185,cotedivoire,5.36544,-4.06674
cotedivoire-186,186,cotedivoire,5.35855,-4.07119
cotedivoire-187,187,cotedivoire,5.36543,-4.0667
cotedivoire-188,188,cotedivoire,9.16823,-4.47279
cotedivoire-189,189,cotedivoire,9.06159,-4.45014
cotedivoire-190,190,cotedivoire,5.33753,-4.07251
cotedivoire-191,191,cotedivoire,5.33242,-4.0749
cotedivoire-192,192,cotedivoire,5.34199,-4.07009
cotedivoire-193,193,cotedivoire,5.32681,-4.06489
cotedivoire-195,195,cotedivoire,6.70693,-5.0297
cotedivoire-196,196,cotedivoire,6.55914,-5.01027
cotedivoire-197,197,cotedivoire,5.32617,-4.05725
cotedivoire-198,198,cotedivoire,9.35875,-5.11808
cotedivoire-199,199,cotedivoire,9.35245,-5.122225
cotedivoire-2,2,cotedivoire,6.29363,-3.31703
cotedivoire-20,20,cotedivoire,9.34381,-5.39547
cotedivoire-200,200,cotedivoire,5.32737,-4.0471
cotedivoire-201,201,cotedivoire,5.34947,-4.05727
cotedivoire-203,203,cotedivoire,5.33625,-4.05864
cotedivoire-204,204,cotedivoire,5.3263,-4.05419
cotedivoire-205,205,cotedivoire,9.30031,-5.16405
cotedivoire-206,206,cotedivoire,9.30158,-5.16305
cotedivoire-207,207,cotedivoire,9.31508,-5.13258
cotedivoire-208,208,cotedivoire,9.39557,-5.18252
cotedivoire-209,209,cotedivoire,9.37458,-5.02862
cotedivoire-210,210,cotedivoire,5.41094,-3.99887
cotedivoire-211,211,cotedivoire,5.40267,-4.00611
cotedivoire-213,213,cotedivoire,7.26826,-4.7805
cotedivoire-214,214,cotedivoire,7.19777,-4.92718
cotedivoire-215,215,cotedivoire,6.41193,-8.02128
cotedivoire-216,216,cotedivoire,6.4831,-8.02242
cotedivoire-217,217,cotedivoire,6.54053,-7.87296
cotedivoire-218,218,cotedivoire,6.56431,-8.00146
cotedivoire-22,22,cotedivoire,8.21562,-2.63513
cotedivoire-220,220,cotedivoire,7.22901,-4.80717
cotedivoire-221,221,cotedivoire,7.22921,-4.80734
cotedivoire-222,222,cotedivoire,7.21591,-4.81044
cotedivoire-224,224,cotedivoire,7.12654,-4.89671
cotedivoire-226,226,cotedivoire,6.50716,-8.1078
cotedivoire-227,227,cotedivoire,7.10038,-4.87074
cotedivoire-228,228,cotedivoire,6.46447,-8.02142
cotedivoire-229,229,cotedivoire,6.5592,-7.88088
cotedivoire-23,23,cotedivoire,5.3559,-4.04665
cotedivoire-230,230,cotedivoire,6.55205,-7.966824
cotedivoire-232,232,cotedivoire,7.11957,-4.86433
cotedivoire-233,233,cotedivoire,7.44585,-4.98316
cotedivoire-234,234,cotedivoire,7.40256,-4.98615
cotedivoire-235,235,cotedivoire,7.04025,-4.84393
cotedivoire-236,236,cotedivoire,7.44813,-5.03396
cotedivoire-237,237,cotedivoire,7.42884,-4.76376
cotedivoire-238,238,cotedivoire,7.44826,-4.72816
cotedivoire-239,239,cotedivoire,7.45906,-4.78219
cotedivoire-24,24,cotedivoire,5.31532,-4.04307
cotedivoire-240,240,cotedivoire,6.57021,-8.08926
cotedivoire-243,243,cotedivoire,5.40215,-4.0028
cotedivoire-244,244,cotedivoire,5.40216,-4.00284
cotedivoire-245,245,cotedivoire,5.45182,-4.00992
cotedivoire-246,246,cotedivoire,5.40669,-4.00208
cotedivoire-247,247,cotedivoire,5.43879,-4.01208
cotedivoire-248,248,cotedivoire,5.42931,-4.00855
cotedivoire-249,249,cotedivoire,5.41351,-4.01256
cotedivoire-25,25,cotedivoire,8.03432,-2.78704
cotedivoire-250,250,cotedivoire,5.32341,-4.09307
cotedivoire-251,251,cotedivoire,5.41092,-3.99888
cotedivoire-252,252,cotedivoire,5.43916,-4.02409
cotedivoire-253,253,cotedivoire,7.11241,-4.26204
cotedivoire-258,258,cotedivoire,7.03907,-3.57772
cotedivoire-26,26,cotedivoire,9.34393,-5.39556
cotedivoire-261,261,cotedivoire,7.04439,-4.21171
cotedivoire-263,263,cotedivoire,6.84726,-4.58901
cotedivoire-264,264,cotedivoire,7.03935,-3.57719
cotedivoire-265,265,cotedivoire,7.91915,-3.99706
cotedivoire-266,266,cotedivoire,7.91913,-3.99715
cotedivoire-267,267,cotedivoire,6.56158,-4.19069
cotedivoire-268,268,cotedivoire,6.56568,-4.18157
cotedivoire-27,27,cotedivoire,7.9507,-3.01032
cotedivoire-275,275,cotedivoire,7.35414,-3.97107
cotedivoire-277,277,cotedivoire,7.06655,-4.04089
cotedivoire-278,278,cotedivoire,7.52202,-3.80441
cotedivoire-280,280,cotedivoire,6.72501,-4.85418
cotedivoire-281,281,cotedivoire,6.49092,-4.22442
cotedivoire-282,282,cotedivoire,7.58323,-3.7877
cotedivoire-283,283,cotedivoire,7.79202,-4.32539
cotedivoire-284,284,cotedivoire,6.47398,-4.29087
cotedivoire-285,285,cotedivoire,6.49377,-4.31445
cotedivoire-287,287,cotedivoire,7.68142,-4.34641
cotedivoire-289,289,cotedivoire,7.54044,-4.29195
cotedivoire-29,29,cotedivoire,8.04278,-3.09723
cotedivoire-290,290,cotedivoire,6.47514,-4.28395
cotedivoire-291,291,cotedivoire,7.0129,-4.36401
cotedivoire-292,292,cotedivoire,7.45406,-4.33842
cotedivoire-293,293,cotedivoire,7.49078,-3.70655
cotedivoire-294,294,cotedivoire,7.09825,-4.06442
cotedivoire-295,295,cotedivoire,7.10137,-4.08348
cotedivoire-296,296,cotedivoire,7.6919,-4.22271
cotedivoire-297,297,cotedivoire,7.60431,-3.72879
cotedivoire-298,298,cotedivoire,6.50035,-4.29042
cotedivoire-299,299,cotedivoire,7.17419,-4.24938
cotedivoire-3,3,cotedivoire,6.25972,-3.39708
cotedivoire-30,30,cotedivoire,9.03582,-5.33081
cotedivoire-300,300,cotedivoire,7.65276,-3.99843
cotedivoire-301,301,cotedivoire,7.65298,-3.99834
cotedivoire-302,302,cotedivoire,7.45406,-4.433842
cotedivoire-304,304,cotedivoire,6.66213,-4.85071
cotedivoire-305,305,cotedivoire,5.4481,-4.02844
cotedivoire-306,306,cotedivoire,5.44575,-4.06196
cotedivoire-307,307,cotedivoire,5.41485,-4.01811
cotedivoire-308,308,cotedivoire,5.26064,-4.99872
cotedivoire-309,309,cotedivoire,5.26019,-4.99883
cotedivoire-31,31,cotedivoire,8.17208,-2.77785
cotedivoire-312,312,cotedivoire,5.33151,-4.88187
cotedivoire-313,313,cotedivoire,5.43382,-4.05803
cotedivoire-314,314,cotedivoire,5.44282,-4.02212
cotedivoire-315,315,cotedivoire,5.26942,-5.01505
cotedivoire-316,316,cotedivoire,5.43917,-4.02393
cotedivoire-317,317,cotedivoire,5.41749,-4.00802
cotedivoire-318,318,cotedivoire,5.41773,-4.00775
cotedivoire-319,319,cotedivoire,5.24748,-4.99728
cotedivoire-32,32,cotedivoire,8.51946,-2.60935
cotedivoire-320,320,cotedivoire,5.44099,-4.02965
cotedivoire-321,321,cotedivoire,5.44725,-4.03008
cotedivoire-323,323,cotedivoire,5.25552,-5.00809
cotedivoire-324,324,cotedivoire,5.41559,-4.01667
cotedivoire-325,325,cotedivoire,5.35413,-4.88949
cotedivoire-326,326,cotedivoire,7.52373,-3.94106
cotedivoire-327,327,cotedivoire,7.46762,-3.96142
cotedivoire-328,328,cotedivoire,5.14999,-4.88239
cotedivoire-329,329,cotedivoire,5.42367,-4.0348
cotedivoire-33,33,cotedivoire,9.26372,-5.37061
cotedivoire-333,333,cotedivoire,5.26946,-5.01544
cotedivoire-335,335,cotedivoire,5.44245,-4.02253
cotedivoire-337,337,cotedivoire,5.4205,-4.03013
cotedivoire-338,338,cotedivoire,5.42076,-4.03041
cotedivoire-339,339,cotedivoire,5.41832,-4.02006
cotedivoire-34,34,cotedivoire,9.2724,-5.3847
cotedivoire-340,340,cotedivoire,7.16508,-4.39155
cotedivoire-341,341,cotedivoire,7.21286,-4.3516
cotedivoire-342,342,cotedivoire,7.45684,-4.34312
cotedivoire-345,345,cotedivoire,7.17429,-4.10099
cotedivoire-346,346,cotedivoire,6.77657,-4.82827
cotedivoire-347,347,cotedivoire,7.22102,-4.42043
cotedivoire-349,349,cotedivoire,7.53983,-4.29191
cotedivoire-35,35,cotedivoire,9.17718,-5.35161
cotedivoire-350,350,cotedivoire,7.72929,-3.82652
cotedivoire-352,352,cotedivoire,7.45478,-4.57692
cotedivoire-353,353,cotedivoire,7.25029,-4.40056
cotedivoire-354,354,cotedivoire,7.7299,-3.94245
cotedivoire-355,355,cotedivoire,7.19607,-3.36761
cotedivoire-356,356,cotedivoire,7.12325,-3.58199
cotedivoire-357,357,cotedivoire,7.82678,-3.88538
cotedivoire-358,358,cotedivoire,6.61349,-4.64043
cotedivoire-36,36,cotedivoire,9.26395,-5.37392
cotedivoire-360,360,cotedivoire,7.1805,-4.05814
cotedivoire-361,361,cotedivoire,6.38489,-5.36205
cotedivoire-363,363,cotedivoire,7.66952,-6.09823
cotedivoire-364,364,cotedivoire,6.55849,-6.04228
cotedivoire-365,365,cotedivoire,6.62997,-5.9169
cotedivoire-367,367,cotedivoire,8.06245,-6.19095
cotedivoire-368,368,cotedivoire,7.16511,-4.39147
cotedivoire-369,369,cotedivoire,6.3844,-5.38125
cotedivoire-37,37,cotedivoire,9.24634,-5.30912
cotedivoire-370,370,cotedivoire,6.3849,-5.36194
cotedivoire-371,371,cotedivoire,7.81133,-6.07769
cotedivoire-372,372,cotedivoire,8.45034,-6.26994
cotedivoire-373,373,cotedivoire,8.19664,-5.70452
cotedivoire-374,374,cotedivoire,8.45042,-6.26983
cotedivoire-375,375,cotedivoire,8.19248,-5.79969
cotedivoire-376,376,cotedivoire,6.45156,-5.34239
cotedivoire-377,377,cotedivoire,7.77341,-6.0584
cotedivoire-378,378,cotedivoire,6.57547,-5.84152
cotedivoire-38,38,cotedivoire,5.31243,-4.0437
cotedivoire-380,380,cotedivoire,5.24714,-3.92049
cotedivoire-381,381,cotedivoire,5.28621,-4.30518
cotedivoire-382,382,cotedivoire,5.20034,-4.35532
cotedivoire-384,384,cotedivoire,5.31313,-3.95114
cotedivoire-385,385,cotedivoire,5.25697,-4.36421
cotedivoire-386,386,cotedivoire,5.3086,-3.95022
cotedivoire-387,387,cotedivoire,5.30458,-4.37763
cotedivoire-388,388,cotedivoire,5.30451,-4.37708
cotedivoire-389,389,cotedivoire,5.24552,-3.91136
cotedivoire-390,390,cotedivoire,5.32224,-4.38294
cotedivoire-391,391,cotedivoire,5.29913,-3.95158
cotedivoire-392,392,cotedivoire,5.24922,-3.94392
cotedivoire-393,393,cotedivoire,5.3156,-4.24529
cotedivoire-395,395,cotedivoire,5.2095,-4.40817
cotedivoire-396,396,cotedivoire,5.26004,-3.96268
cotedivoire-397,397,cotedivoire,5.20319,-4.41822
cotedivoire-398,398,cotedivoire,5.25075,-4.39868
cotedivoire-399,399,cotedivoire,5.32137,-4.38614
cotedivoire-4,4,cotedivoire,6.3248,-3.44416
cotedivoire-400,400,cotedivoire,5.25299,-3.91453
cotedivoire-401,401,cotedivoire,5.30419,-4.37712
cotedivoire-402,402,cotedivoire,5.2522,-4.61506
cotedivoire-403,403,cotedivoire,5.2471,-4.30792
cotedivoire-404,404,cotedivoire,5.24151,-4.24898
cotedivoire-405,405,cotedivoire,5.31831,-4.37808
cotedivoire-407,407,cotedivoire,5.2991,-3.95202
cotedivoire-408,408,cotedivoire,5.31577,-4.72392
cotedivoire-409,409,cotedivoire,5.26214,-4.72286
cotedivoire-41,41,cotedivoire,8.23364,-2.57725
cotedivoire-410,410,cotedivoire,5.2497,-4.32082
cotedivoire-411,411,cotedivoire,5.36357,-4.61605
cotedivoire-412,412,cotedivoire,5.20876,-4.4086
cotedivoire-413,413,cotedivoire,6.37472,-5.54565
cotedivoire-415,415,cotedivoire,8.32343,-5.60354
cotedivoire-417,417,cotedivoire,6.39475,-5.53418
cotedivoire-418,418,cotedivoire,6.37476,-5.54317
cotedivoire-42,42,cotedivoire,6.3039,-3.23036
cotedivoire-421,421,cotedivoire,8.89827,-6.25548
cotedivoire-422,422,cotedivoire,9.03233,-6.4635
cotedivoire-423,423,cotedivoire,8.21413,-5.66478
cotedivoire-425,425,cotedivoire,5.30547,-3.9443
cotedivoire-426,426,cotedivoire,5.16774,-4.70015
cotedivoire-428,428,cotedivoire,5.28277,-3.9665
cotedivoire-429,429,cotedivoire,5.33468,-4.17724
cotedivoire-43,43,cotedivoire,6.21546,-3.31044
cotedivoire-430,430,cotedivoire,5.29926,-3.96013
cotedivoire-431,431,cotedivoire,5.29877,-3.96464
cotedivoire-432,432,cotedivoire,5.28899,-3.96274
cotedivoire-433,433,cotedivoire,5.21503,-4.69847
cotedivoire-434,434,cotedivoire,5.3158,-4.5627
cotedivoire-435,435,cotedivoire,5.29699,-4.48581
cotedivoire-436,436,cotedivoire,8.79388,-6.5984
cotedivoire-437,437,cotedivoire,6.31865,-6.42237
cotedivoire-438,438,cotedivoire,8.1597,-6.55385
cotedivoire-44,44,cotedivoire,6.07954,-3.40365
cotedivoire-440,440,cotedivoire,6.28096,-6.36047
cotedivoire-441,441,cotedivoire,6.26501,-6.57061
cotedivoire-442,442,cotedivoire,6.44851,-6.54759
cotedivoire-443,443,cotedivoire,8.12262,-6.54219
cotedivoire-444,444,cotedivoire,7.89967,-6.65918
cotedivoire-445,445,cotedivoire,6.49556,-6.57631
cotedivoire-446,446,cotedivoire,8.6972,-6.61978
cotedivoire-447,447,cotedivoire,6.48361,-6.58718
cotedivoire-448,448,cotedivoire,6.28088,-6.36063
cotedivoire-449,449,cotedivoire,8.03555,-7.00534
cotedivoire-45,45,cotedivoire,6.07718,-3.40773
cotedivoire-450,450,cotedivoire,6.28094,-6.36049
cotedivoire-451,451,cotedivoire,8.03038,-6.64112
cotedivoire-453,453,cotedivoire,7.96677,-6.68517
cotedivoire-454,454,cotedivoire,6.4989,-6.58339
cotedivoire-455,455,cotedivoire,7.88246,-7.01168
cotedivoire-457,457,cotedivoire,8.04402,-6.40905
cotedivoire-458,458,cotedivoire,6.48343,-6.58804
cotedivoire-459,459,cotedivoire,9.27555,-2.99544
cotedivoire-46,46,cotedivoire,9.52466,-7.1942
cotedivoire-460,460,cotedivoire,9.27577,-2.99499
cotedivoire-461,461,cotedivoire,9.27065,-2.98961
cotedivoire-462,462,cotedivoire,10.25971,-6.21211
cotedivoire-464,464,cotedivoire,8.98963,-2.76124
cotedivoire-465,465,cotedivoire,10.4135,-6.22142
cotedivoire-466,466,cotedivoire,9.85272,-3.39256
cotedivoire-468,468,cotedivoire,10.29361,-6.24311
cotedivoire-469,469,cotedivoire,10.37137,-6.15289
cotedivoire-470,470,cotedivoire,9.26938,-2.99492
cotedivoire-471,471,cotedivoire,10.24109,-6.18163
cotedivoire-472,472,cotedivoire,10.26849,-6.1316
cotedivoire-473,473,cotedivoire,10.28607,-6.24076
cotedivoire-476,476,cotedivoire,6.33543,-6.33546
cotedivoire-477,477,cotedivoire,8.12235,-6.94861
cotedivoire-478,478,cotedivoire,6.49853,-6.58481
cotedivoire-479,479,cotedivoire,6.59275,-6.38148
cotedivoire-48,48,cotedivoire,6.20023,-3.2949
cotedivoire-480,480,cotedivoire,6.48601,-6.28292
cotedivoire-481,481,cotedivoire,6.49203,-6.28741
cotedivoire-482,482,cotedivoire,8.26843,-6.907
cotedivoire-483,483,cotedivoire,5.27144,-3.97223
cotedivoire-485,485,cotedivoire,5.30748,-3.96316
cotedivoire-486,486,cotedivoire,5.30177,-3.98386
cotedivoire-487,487,cotedivoire,5.30748,-3.97761
cotedivoire-49,49,cotedivoire,6.38192,-3.34957
cotedivoire-491,491,cotedivoire,5.66993,-4.57594
cotedivoire-492,492,cotedivoire,5.68248,-4.52568
cotedivoire-493,493,cotedivoire,5.49887,-4.04764
cotedivoire-495,495,cotedivoire,5.72793,-4.43515
cotedivoire-496,496,cotedivoire,5.27874,-3.97678
cotedivoire-497,497,cotedivoire,5.30545,-3.94427
cotedivoire-498,498,cotedivoire,5.31278,-3.96297
cotedivoire-499,499,cotedivoire,5.66455,-4.56561
cotedivoire-5,5,cotedivoire,9.26232,-7.60792
cotedivoire-50,50,cotedivoire,6.32416,-3.44381
cotedivoire-502,502,cotedivoire,5.75329,-4.55792
cotedivoire-503,503,cotedivoire,5.29916,-3.9798
cotedivoire-506,506,cotedivoire,5.72004,-4.61842
cotedivoire-508,508,cotedivoire,5.30125,-3.97925
cotedivoire-51,51,cotedivoire,10.01048,-7.12007
cotedivoire-510,510,cotedivoire,9.5922,-3.53053
cotedivoire-511,511,cotedivoire,10.15359,-6.25621
cotedivoire-512,512,cotedivoire,10.16474,-6.247
cotedivoire-514,514,cotedivoire,9.87175,-3.42
cotedivoire-515,515,cotedivoire,9.61261,-3.43777
cotedivoire-516,516,cotedivoire,10.28501,-6.15562
cotedivoire-517,517,cotedivoire,10.16574,-6.34283
cotedivoire-518,518,cotedivoire,10.20487,-6.30436
cotedivoire-519,519,cotedivoire,9.87188,-3.41993
cotedivoire-52,52,cotedivoire,9.65065,-7.62223
cotedivoire-520,520,cotedivoire,10.06299,-6.25488
cotedivoire-521,521,cotedivoire,9.17171,-2.74548
cotedivoire-522,522,cotedivoire,9.17171,-2.74549
cotedivoire-523,523,cotedivoire,8.82159,-2.96255
cotedivoire-524,524,cotedivoire,5.48784,-4.035
cotedivoire-527,527,cotedivoire,5.49139,-4.04854
cotedivoire-528,528,cotedivoire,5.27502,-3.96615
cotedivoire-529,529,cotedivoire,5.30199,-3.98246
cotedivoire-530,530,cotedivoire,5.31437,-4.003339
cotedivoire-532,532,cotedivoire,5.6454,-4.58122
cotedivoire-534,534,cotedivoire,5.64783,-4.56912
cotedivoire-535,535,cotedivoire,5.49158,-4.04884
cotedivoire-537,537,cotedivoire,5.30751,-4.00177
cotedivoire-539,539,cotedivoire,5.50071,-4.0504
cotedivoire-54,54,cotedivoire,9.47221,-6.49441
cotedivoire-540,540,cotedivoire,5.48862,-4.04609
cotedivoire-541,541,cotedivoire,5.6447,-4.58267
cotedivoire-542,542,cotedivoire,8.58383,-3.62986
cotedivoire-543,543,cotedivoire,9.3638,-6.16283
cotedivoire-544,544,cotedivoire,8.58372,-3.63003
cotedivoire-545,545,cotedivoire,8.677,-3.19111
cotedivoire-546,546,cotedivoire,9.31025,-6.13492
cotedivoire-548,548,cotedivoire,9.30182,-6.37519
cotedivoire-549,549,cotedivoire,8.60997,-3.16825
cotedivoire-55,55,cotedivoire,9.626,-7.73627
cotedivoire-550,550,cotedivoire,9.32206,-6.36105
cotedivoire-553,553,cotedivoire,8.71168,-3.11948
cotedivoire-554,554,cotedivoire,9.41333,-6.29597
cotedivoire-555,555,cotedivoire,9.44171,-6.23332
cotedivoire-559,559,cotedivoire,9.27561,-6.24086
cotedivoire-560,560,cotedivoire,9.34609,-6.15878
cotedivoire-563,563,cotedivoire,8.39204,-3.56624
cotedivoire-564,564,cotedivoire,9.34897,-6.12785
cotedivoire-565,565,cotedivoire,9.35979,-6.18574
cotedivoire-569,569,cotedivoire,6.67602,-3.9692
cotedivoire-57,57,cotedivoire,6.23827,-3.41534
cotedivoire-570,570,cotedivoire,7.24015,-6.47465
cotedivoire-571,571,cotedivoire,6.64722,-4.22682
cotedivoire-572,572,cotedivoire,7.09295,-6.88854
cotedivoire-573,573,cotedivoire,6.64437,-4.20409
cotedivoire-576,576,cotedivoire,7.17034,-6.48361
cotedivoire-578,578,cotedivoire,7.17251,-6.51457
cotedivoire-58,58,cotedivoire,7.83315,-3.25457
cotedivoire-580,580,cotedivoire,6.46887,-4.36511
cotedivoire-581,581,cotedivoire,6.70481,-4.12037
cotedivoire-582,582,cotedivoire,7.16551,-6.4854
cotedivoire-583,583,cotedivoire,6.34641,-4.65665
cotedivoire-584,584,cotedivoire,6.92488,-4.04518
cotedivoire-587,587,cotedivoire,5.36892,-3.96688
cotedivoire-588,588,cotedivoire,5.39194,-3.99673
cotedivoire-589,589,cotedivoire,5.3925,-3.99628
cotedivoire-59,59,cotedivoire,7.84016,-2.98785
cotedivoire-591,591,cotedivoire,5.36709,-3.9991
cotedivoire-593,593,cotedivoire,5.39318,-3.99337
cotedivoire-594,594,cotedivoire,8.44359,-3.40287
cotedivoire-595,595,cotedivoire,8.44356,-3.40281
cotedivoire-596,596,cotedivoire,9.11357,-6.42231
cotedivoire-597,597,cotedivoire,8.53508,-3.44289
cotedivoire-598,598,cotedivoire,8.5414,-3.44295
cotedivoire-6,6,cotedivoire,9.36248,-6.56476
cotedivoire-600,600,cotedivoire,6.77621,-4.37782
cotedivoire-601,601,cotedivoire,7.42171,-6.23392
cotedivoire-602,602,cotedivoire,6.7021,-4.29208
cotedivoire-604,604,cotedivoire,7.30363,-6.45126
cotedivoire-607,607,cotedivoire,7.73755,-6.51301
cotedivoire-608,608,cotedivoire,7.30363,-6.45127
cotedivoire-61,61,cotedivoire,8.40017,-3.11345
cotedivoire-611,611,cotedivoire,5.33681,-4.00262
cotedivoire-612,612,cotedivoire,5.34691,-3.99918
cotedivoire-613,613,cotedivoire,5.33783,-3.9989
cotedivoire-614,614,cotedivoire,5.32574,-3.95405
cotedivoire-616,616,cotedivoire,6.64172,-3.38734
cotedivoire-617,617,cotedivoire,6.52834,-3.63093
cotedivoire-618,618,cotedivoire,6.64323,-3.36087
cotedivoire-619,619,cotedivoire,6.6637,-3.4126
cotedivoire-62,62,cotedivoire,5.3731,-4.02627
cotedivoire-620,620,cotedivoire,8.0227,-7.50439
cotedivoire-621,621,cotedivoire,8.22723,-7.36796
cotedivoire-622,622,cotedivoire,6.71634,-3.60677
cotedivoire-623,623,cotedivoire,8.29095,-7.29851
cotedivoire-624,624,cotedivoire,8.09377,-7.48293
cotedivoire-625,625,cotedivoire,6.534,-3.23702
cotedivoire-627,627,cotedivoire,8.22275,-8.07171
cotedivoire-628,628,cotedivoire,8.28438,-7.68611
cotedivoire-63,63,cotedivoire,5.34778,-4.01522
cotedivoire-630,630,cotedivoire,8.28439,-7.68611
cotedivoire-632,632,cotedivoire,6.95619,-3.41509
cotedivoire-633,633,cotedivoire,6.89424,-3.32573
cotedivoire-634,634,cotedivoire,6.91022,-3.41664
cotedivoire-635,635,cotedivoire,8.25502,-8.03414
cotedivoire-636,636,cotedivoire,6.61999,-3.29219
cotedivoire-637,637,cotedivoire,6.7251,-3.47577
cotedivoire-638,638,cotedivoire,6.74487,-3.50774
cotedivoire-64,64,cotedivoire,9.04256,-5.46184
cotedivoire-641,641,cotedivoire,8.01545,-7.32147
cotedivoire-642,642,cotedivoire,8.08028,-7.32434
cotedivoire-643,643,cotedivoire,6.72755,-3.51411
cotedivoire-644,644,cotedivoire,6.74135,-3.49616
cotedivoire-645,645,cotedivoire,6.74103,-3.48687
cotedivoire-65,65,cotedivoire,7.82293,-3.1141
cotedivoire-66,66,cotedivoire,5.34804,-4.01525
cotedivoire-67,67,cotedivoire,5.34595,-4.02387
cotedivoire-68,68,cotedivoire,5.36338,-4.02082
cotedivoire-69,69,cotedivoire,5.34768,-4.02525
cotedivoire-7,7,cotedivoire,6.30455,-3.4692
cotedivoire-70,70,cotedivoire,10.00055,-6.02588
cotedivoire-71,71,cotedivoire,8.2537,-3.03765
cotedivoire-72,72,cotedivoire,9.42956,-6.01747
